* Measurement data measured by REW V5.40 beta 107
* Source: Input device not selected, no input selected, L, volume: no control. Timing signal peak level -13.8 dBFS, measurement signal peak level -12.8 dBFS
* Format: 8 second File FSAF from PINK_NOISE_REFERENCE.wav starting at 0 s at -12.0 dBFS using an acoustic timing reference
* Dated: 2025 Dec 2 14:55:31
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: HP: L-R 12 dB/octave at 20 Hz LP: L-R 12 dB/octave at 20 kHz
* Measurement: R HØJ Dec 2
* Smoothing: None
* Frequency Step: 0.3364563 Hz
* Start Frequency: 10.093689 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
285.314941 95.159 -6.8418
285.651398 95.166 -6.7951
285.987854 95.179 -6.7859
286.324310 95.195 -6.8380
286.660767 95.205 -6.9487
286.997223 95.207 -7.0898
287.333679 95.197 -7.2177
287.670135 95.179 -7.2893
288.006592 95.159 -7.2778
288.343048 95.145 -7.1850
288.679504 95.143 -7.0440
289.015961 95.157 -6.9094
289.352417 95.183 -6.8367
289.688873 95.214 -6.8607
290.025330 95.241 -6.9809
290.361786 95.257 -7.1626
290.698242 95.259 -7.3524
291.034698 95.251 -7.4993
291.371155 95.238 -7.5753
291.707611 95.227 -7.5828
292.044067 95.223 -7.5497
292.380524 95.228 -7.5122
292.716980 95.238 -7.4974
293.053436 95.251 -7.5143
293.389893 95.263 -7.5568
293.726349 95.274 -7.6148
294.062805 95.285 -7.6841
294.399261 95.296 -7.7694
294.735718 95.305 -7.8779
295.072174 95.311 -8.0097
295.408630 95.311 -8.1513
295.745087 95.304 -8.2780
296.081543 95.293 -8.3650
296.417999 95.281 -8.4004
296.754456 95.275 -8.3938
297.090912 95.276 -8.3738
297.427368 95.285 -8.3754
297.763824 95.297 -8.4222
298.100281 95.308 -8.5161
298.436737 95.314 -8.6351
