* Measurement data measured by REW V5.40 beta 107
* Source: Input device not selected, no input selected, L, volume: no control. Timing signal peak level -37.0 dBFS, measurement signal peak level -36.1 dBFS
* Format: 8 second File FSAF from PINK_NOISE_REFERENCE.wav starting at 0 s at -12.0 dBFS using an acoustic timing reference
* Dated: 2025 Dec 2 14:53:00
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: HP: L-R 12 dB/octave at 20 Hz LP: L-R 12 dB/octave at 20 kHz
* Measurement: R LAV Dec 2
* Smoothing: None
* Frequency Step: 0.3364563 Hz
* Start Frequency: 10.093689 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
198.845673 73.638 15.7023
199.182129 73.614 15.5646
199.518585 73.588 15.4377
199.855042 73.562 15.3325
200.191498 73.536 15.2545
200.527954 73.515 15.2004
200.864410 73.498 15.1591
201.200867 73.487 15.1151
201.537323 73.481 15.0540
201.873779 73.479 14.9669
202.210236 73.478 14.8518
202.546692 73.477 14.7112
202.883148 73.477 14.5496
203.219604 73.475 14.3696
203.556061 73.472 14.1720
203.892517 73.468 13.9569
204.228973 73.461 13.7263
204.565430 73.450 13.4872
204.901886 73.435 13.2511
205.238342 73.415 13.0323
205.574799 73.393 12.8431
205.911255 73.371 12.6887
206.247711 73.352 12.5638
206.584167 73.339 12.4528
206.920624 73.331 12.3332
207.257080 73.328 12.1824
207.593536 73.327 11.9847
207.929993 73.323 11.7365
208.266449 73.314 11.4479
208.602905 73.296 11.1407
208.939362 73.269 10.8425
209.275818 73.234 10.5795
209.612274 73.195 10.3698
209.948730 73.156 10.2178
210.285187 73.120 10.1140
210.621643 73.091 10.0378
210.958099 73.067 9.9651
211.294556 73.048 9.8760
211.631012 73.030 9.7631
211.967468 73.009 9.6338
212.303925 72.983 9.5081
212.640381 72.953 9.4124
212.976837 72.921 9.3701
213.313293 72.891 9.3926
213.649750 72.868 9.4731
213.986206 72.856 9.5862
214.322662 72.857 9.6944
214.659119 72.868 9.7589
214.995575 72.886 9.7516
215.332031 72.903 9.6645
215.668488 72.915 9.5106
216.004944 72.916 9.3201
216.341400 72.907 9.1302
216.677856 72.889 8.9737
217.014313 72.866 8.8691
217.350769 72.844 8.8160
217.687225 72.825 8.7962
218.023682 72.812 8.7823
218.360138 72.803 8.7488
218.696594 72.795 8.6814
219.033051 72.783 8.5823
219.369507 72.764 8.4684
219.705963 72.739 8.3643
220.042419 72.708 8.2928
220.378876 72.675 8.2680
220.715332 72.643 8.2901
221.051788 72.615 8.3475
221.388245 72.593 8.4224
221.724701 72.575 8.4976
222.061157 72.561 8.5632
222.397614 72.549 8.6185
222.734070 72.538 8.6696
223.070526 72.528 8.7236
223.406982 72.521 8.7836
223.743439 72.517 8.8442
224.079895 72.518 8.8924
224.416351 72.523 8.9121
224.752808 72.529 8.8918
225.089264 72.532 8.8309
225.425720 72.530 8.7425
225.762177 72.520 8.6520
226.098633 72.503 8.5900
226.435089 72.482 8.5824
226.771545 72.461 8.6418
227.108002 72.447 8.7618
227.444458 72.442 8.9178
227.780914 72.448 9.0743
228.117371 72.465 9.1969
228.453827 72.487 9.2626
228.790283 72.510 9.2665
229.126740 72.530 9.2212
229.463196 72.544 9.1511
229.799652 72.552 9.0834
230.136108 72.556 9.0396
230.472565 72.559 9.0300
230.809021 72.566 9.0521
231.145477 72.578 9.0925
231.481934 72.598 9.1313
231.818390 72.624 9.1475
232.154846 72.656 9.1230
232.491302 72.690 9.0460
232.827759 72.725 8.9119
233.164215 72.756 8.7245
233.500671 72.781 8.4962
233.837128 72.799 8.2468
234.173584 72.808 8.0013
234.510040 72.809 7.7853
234.846497 72.807 7.6196
235.182953 72.805 7.5135
235.519409 72.807 7.4609
235.855865 72.819 7.4393
236.192322 72.841 7.4156
236.528778 72.872 7.3551
236.865234 72.909 7.2329
237.201691 72.944 7.0430
237.538147 72.973 6.8008
237.874603 72.993 6.5398
238.211060 73.003 6.3010
238.547516 73.007 6.1202
238.883972 73.012 6.0150
239.220428 73.025 5.9760
239.556885 73.051 5.9669
239.893341 73.093 5.9333
240.229797 73.147 5.8187
240.566254 73.207 5.5817
240.902710 73.263 5.2092
241.239166 73.305 4.7195
241.575623 73.327 4.1587
241.912079 73.325 3.5895
242.248535 73.300 3.0782
242.584991 73.258 2.6813
242.921448 73.209 2.4331
243.257904 73.161 2.3387
243.594360 73.125 2.3726
243.930817 73.108 2.4845
244.267273 73.112 2.6118
244.603729 73.135 2.6943
244.940186 73.171 2.6866
245.276642 73.215 2.5653
245.613098 73.258 2.3295
245.949554 73.294 1.9956
246.286011 73.320 1.5909
246.622467 73.334 1.1464
246.958923 73.336 0.6904
247.295380 73.327 0.2466
247.631836 73.308 -0.1682
247.968292 73.283 -0.5426
248.304749 73.253 -0.8705
248.641205 73.221 -1.1495
248.977661 73.189 -1.3812
249.314117 73.159 -1.5711
249.650574 73.133 -1.7295
249.987030 73.112 -1.8702
250.323486 73.095 -2.0088
250.659943 73.082 -2.1591
250.996399 73.070 -2.3298
251.332855 73.059 -2.5229
251.669312 73.045 -2.7330
252.005768 73.029 -2.9496
252.342224 73.009 -3.1613
252.678680 72.987 -3.3593
253.015137 72.964 -3.5399
253.351593 72.941 -3.7052
253.688049 72.920 -3.8608
254.024506 72.901 -4.0134
254.360962 72.882 -4.1672
254.697418 72.865 -4.3236
255.033875 72.848 -4.4811
255.370331 72.832 -4.6378
255.706787 72.816 -4.7935
256.043243 72.803 -4.9509
256.379700 72.791 -5.1146
256.716156 72.780 -5.2897
257.052612 72.770 -5.4783
257.389069 72.759 -5.6782
257.725525 72.747 -5.8831
258.061981 72.733 -6.0840
258.398438 72.718 -6.2737
258.734894 72.704 -6.4486
259.071350 72.692 -6.6121
259.407806 72.683 -6.7732
259.744263 72.678 -6.9449
260.080719 72.675 -7.1405
260.417175 72.673 -7.3694
260.753632 72.669 -7.6350
261.090088 72.661 -7.9344
261.426544 72.646 -8.2583
261.763000 72.624 -8.5935
262.099457 72.594 -8.9243
262.435913 72.554 -9.2348
262.772369 72.508 -9.5104
263.108826 72.456 -9.7392
263.445282 72.400 -9.9138
263.781738 72.344 -10.0323
264.118195 72.289 -10.0999
264.454651 72.237 -10.1271
264.791107 72.189 -10.1290
265.127563 72.146 -10.1207
265.464020 72.105 -10.1134
265.800476 72.066 -10.1111
266.136932 72.025 -10.1090
266.473389 71.982 -10.0946
266.809845 71.938 -10.0516
267.146301 71.893 -9.9650
267.482758 71.852 -9.8271
267.819214 71.817 -9.6419
268.155670 71.794 -9.4259
268.492126 71.782 -9.2062
268.828583 71.783 -9.0153
269.165039 71.795 -8.8844
269.501495 71.813 -8.8367
269.837952 71.833 -8.8839
270.174408 71.849 -9.0244
270.510864 71.857 -9.2439
270.847321 71.851 -9.5175
271.183777 71.829 -9.8120
271.520233 71.792 -10.0891
271.856689 71.739 -10.3084
272.193146 71.674 -10.4325
272.529602 71.603 -10.4326
272.866058 71.534 -10.2963
273.202515 71.475 -10.0322
273.538971 71.433 -9.6737
273.875427 71.414 -9.2747
